Unnamed: 0,App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres,Last Updated,Current Ver,Android Ver
4251,J-Novel Club,FAMILY,3.3,162,9.0,10000,Free,0.0,Teen,Entertainment,"October 22, 2017",1.2,4.1 and up
4253,J - Style Pro,HEALTH_AND_FITNESS,2.3,74,2.6,10000,Free,0.0,Everyone,Health & Fitness,"January 20, 2016",1.1,4.3 and up
4256,The J-Notes: Jazz News,SPORTS,,7,7.2,1000,Free,0.0,Everyone 10+,Sports,"February 28, 2018",5.2.2,4.1 and up
4258,Mali J,SOCIAL,3.2,185,4.7,10000,Free,0.0,Teen,Social,"October 20, 2017",1.0.1,4.1 and up
4263,J. Cole Rapper Wallpaper HD,PERSONALIZATION,4.1,8,3.1,1000,Free,0.0,Everyone,Personalization,"January 11, 2018",1,4.1 and up
4264,Keyboard for Sony Xperia J,PERSONALIZATION,4.1,797,6.7,50000,Free,0.0,Everyone,Personalization,"July 29, 2018",1.279.13.98,4.0.3 and up
4266,Harris J Lyrics,FAMILY,4.7,36,7.1,1000,Free,0.0,Everyone,Entertainment,"March 12, 2018",1.3,4.0.3 and up
4269,J Balvin Piano Tiles,GAME,,6,30.0,500,Free,0.0,Everyone,Music,"May 15, 2018",2,4.1 and up
4270,Guess the song of J Balvin,GAME,,28,8.9,1000,Free,0.0,Everyone,Trivia,"December 24, 2017",1.1,4.1 and up
4271,J-Stars Victory VS Guide,GAME,4.1,609,13.0,10000,Free,0.0,Everyone,Action,"May 14, 2014",1.7,2.2 and up
4272,2048 BTS J Hope KPop Puzzle Game,FAMILY,4.7,17,2.4,1000,Free,0.0,Everyone,Puzzle,"September 26, 2017",1,2.3.3 and up
4273,J. Polep Plus Mobile,PRODUCTIVITY,,0,44.0,100,Free,0.0,Everyone,Productivity,"March 26, 2018",1.1.4,5.0 and up
4274,J. Cole Albums (2007-2017),FAMILY,4.6,7,7.3,1000,Free,0.0,Mature 17+,Entertainment,"April 11, 2018",1.3,4.0.3 and up
4275,J Dark Ice Substratum Theme,PERSONALIZATION,4.5,164,33.0,10000,Free,0.0,Everyone,Personalization,"July 19, 2018",4.3,6.0 and up
4276,BTS J-Hope Wallpaper KPOP Fans HD,PERSONALIZATION,4.7,98,3.4,10000,Free,0.0,Everyone,Personalization,"May 19, 2018",1.1.1,4.0 and up
4277,BTS j-hope LINE Launcher theme,PERSONALIZATION,4.9,934,3.8,10000,Free,0.0,Everyone,Personalization,"October 17, 2014",4.1,4.0.3 and up
4278,BTS J-Hope Wallpaper HD for KPOP Fans,PERSONALIZATION,,4,3.6,500,Free,0.0,Everyone,Personalization,"July 26, 2018",2.1.4,4.0 and up
4280,K Health,HEALTH_AND_FITNESS,4.1,290,40.0,50000,Free,0.0,Teen,Health & Fitness,"July 22, 2018",1.7.2992,4.1 and up
4281,CIRCLE K,SHOPPING,4.4,9140,14.0,500000,Free,0.0,Everyone,Shopping,"July 31, 2018",5.9.0,4.4 and up
4286,Sight Words Pre-K to Grade-3,FAMILY,4.4,1185,40.0,100000,Free,0.0,Everyone,Educational;Education,"June 17, 2018",1.5.1,4.1 and up
4288,[Substratum] K-Manager for K-Klock,PERSONALIZATION,4.5,14,11.0,1000,Free,0.0,Everyone,Personalization,"July 31, 2018",31,7.0 and up
4290,K keyboard - Myanmar,TOOLS,4.8,1955,14.0,100000,Free,0.0,Everyone,Tools,"March 17, 2018",1.0.8,4.1 and up
4294,K-Chiing VPN (Free),TOOLS,3.7,43,10.0,5000,Free,0.0,Mature 17+,Tools,"July 24, 2018",2.1.2,4.1 and up
4295,Preschool All-In-One,FAMILY,4.1,9019,44.0,1000000,Free,0.0,Everyone,Casual;Education,"March 28, 2018",6.6,4.0 and up
4296,OST),FAMILY,3.7,4444,10.0,500000,Free,0.0,Everyone,Entertainment,"July 6, 2018",3.0.12,4.1 and up
4298,Radio K - KUOM,FAMILY,4.5,39,7.4,1000,Free,0.0,Everyone,Entertainment,"March 9, 2018",3.0.57,4.1 and up
4303,Speech Therapy: K,FAMILY,,2,15.0,1000,Free,0.0,Everyone,Education,"October 7, 2016",1,2.3.3 and up
4304,K-Otic Universe,FAMILY,4.9,55,40.0,1000,Free,0.0,Everyone,Puzzle,"August 3, 2018",108,4.1 and up
4306,CASE K-12 Math English Science,FAMILY,4.6,60,2.1,10000,Free,0.0,Everyone,Education,"May 1, 2016",1,2.2 and up
4307,Mermaid Princess Pre K Games,FAMILY,,19,31.0,5000,Free,0.0,Everyone,Educational;Education,"June 29, 2018",3.01,4.1 and up
4308,K-App Mitarbeiter Galeria Kaufhof,PRODUCTIVITY,,0,19.0,100,Free,0.0,Everyone,Productivity,"July 10, 2018",3.27.1,4.4 and up
4309,"Niche: College, K-12, and Neighborhood Search",LIFESTYLE,4.0,42,26.0,5000,Free,0.0,Everyone,Lifestyle,"July 6, 2018",1.0.1,4.4 and up
4310,"K-Spapp, the K-Space app",FAMILY,4.8,39,3.6,1000,Free,0.0,Everyone,Education,"February 9, 2017",1.53,4.0.3 and up
4311,"Math Quiz Free: Grades K,1,2,3",FAMILY,4.3,159,13.0,10000,Free,0.0,Everyone,Education;Education,"February 3, 2015",1,4.0 and up
4312,K-9 Material (unofficial),COMMUNICATION,4.4,64,4.5,5000,Free,0.0,Teen,Communication,"March 27, 2017",5.206,5.0 and up
4313,Discovery K!ds Play! Español,FAMILY,4.2,11263,35.0,1000000,Free,0.0,Everyone,Entertainment;Music & Video,"May 3, 2018",2.1.0.2173,4.0.3 and up
4315,Wallpapers Bus Scania Irizar K,PERSONALIZATION,,35,15.0,10000,Free,0.0,Teen,Personalization,"April 21, 2016",1,2.3.3 and up
4317,K-pop Music,FAMILY,4.0,369,3.5,10000,Free,0.0,Everyone,Entertainment,"January 11, 2017",2.0.0,2.3 and up
4319,Korean Dungeon: K-Word 1000,GAME,4.7,703,40.0,10000,Free,0.0,Everyone 10+,Word,"November 17, 2017",1.0.4,4.1 and up
4328,"Messenger L SMS, MMS",PERSONALIZATION,4.0,6263,20.0,500000,Free,0.0,Everyone,Personalization,"July 12, 2018",7.46,2.3 and up
4330,EXO-L,FAMILY,4.6,67410,0.9,1000000,Free,0.0,Everyone,Entertainment,"November 2, 2017",1.0.9,2.2 and up
4331,Lie Detector,FAMILY,3.1,306,2.9,50000,Free,0.0,Everyone,Simulation,"April 4, 2017",1.2.1,4.0.3 and up
4333,Calculator L,PRODUCTIVITY,4.5,2965,2.4,100000,Free,0.0,Everyone,Productivity,"May 10, 2015",1.1.3,4.3 and up
4335,Emoji Android L Keyboard,PRODUCTIVITY,4.0,11535,6.8,1000000,Free,0.0,Everyone,Productivity,"December 7, 2017",1.42,4.0 and up
4336,Lollipop Keyboard L Pro,PERSONALIZATION,3.6,5525,2.6,500000,Free,0.0,Everyone,Personalization,"June 6, 2016",1.6,2.3 and up
4337,French to English Speaking - Apprendre l' Anglais,FAMILY,4.5,4251,13.0,1000000,Free,0.0,Everyone,Education,"April 27, 2018",23,4.0.3 and up
4340,Clock L,PERSONALIZATION,3.9,2852,5.4,100000,Free,0.0,Everyone,Personalization,"September 7, 2015",1.3,4.0 and up
4341,Dialer theme Droid L,PERSONALIZATION,4.3,1734,2.8,100000,Free,0.0,Mature 17+,Personalization,"April 2, 2016",4,4.0.3 and up
4342,SPEED L,SHOPPING,4.3,85,2.9,50000,Free,0.0,Everyone,Shopping,"June 26, 2018",1.24,4.4 and up
4345,Je Parle ANGLAIS - Apprendre l’anglais Audio cours,FAMILY,4.4,499,27.0,100000,Free,0.0,Everyone,Education,"March 13, 2018",2.4,4.0.3 and up
4350,M-Files,BUSINESS,4.4,236,44.0,10000,Free,0.0,Everyone,Business,"June 26, 2018",3.1.1,4.4 and up
4351,M Launcher -Marshmallow 6.0,PERSONALIZATION,4.4,37234,7.3,1000000,Free,0.0,Everyone,Personalization,"March 22, 2018",1.4.9,4.1 and up
4352,"Mobizen Screen Recorder for LG - Record, Capture",VIDEO_PLAYERS,4.5,58820,37.0,1000000,Free,0.0,Everyone,Video Players & Editors,"April 26, 2018",3.5.1.8,4.4 and up
4354,M3-X5-X6-M-İ3-İ8 RACİNG 2018,GAME,4.4,596,44.0,100000,Free,0.0,Everyone,Arcade,"February 12, 2017","1,01",4.0 and up
4356,360-M Flight,TOOLS,3.9,84,24.0,10000,Free,0.0,Everyone,Tools,"December 14, 2017",2.18,4.0.3 and up
4357,M-acceleration 3D Car Racing,GAME,3.9,1202,34.0,100000,Free,0.0,Everyone,Racing,"June 28, 2018",1.6,4.1 and up
4359,M+,NEWS_AND_MAGAZINES,4.9,198,9.1,10000,Free,0.0,Everyone,News & Magazines,"May 29, 2018",3.2.2,5.0 and up
4360,Super Hero M Craft Run,GAME,3.7,303,38.0,100000,Free,0.0,Everyone,Arcade,"July 12, 2017",1.6,4.0.3 and up
4361,M-Sight Pro,VIDEO_PLAYERS,3.3,30,15.0,5000,Free,0.0,Everyone,Video Players & Editors,"July 25, 2018",3.1.0.1-r4,4.0 and up
4364,GTS-M,TOOLS,4.2,38,0.3,5000,Free,0.0,Everyone,Tools,"January 26, 2017",1.4,1.6 and up
4366,M star Dialer,COMMUNICATION,3.5,400,4.2,100000,Free,0.0,Everyone,Communication,"March 20, 2017",3.8.8,2.2 and up
4370,M Notifier for M Launcher,TOOLS,4.2,2803,1.4,100000,Free,0.0,Everyone,Tools,"February 15, 2017",1.0.4,4.0 and up
4371,M Theme - Dark Green Icon Pack,PERSONALIZATION,4.2,202,4.9,10000,Free,0.0,Everyone,Personalization,"November 16, 2016",1.2.3,3.0 and up
4372,m-Faisaa,FINANCE,4.0,142,6.2,10000,Free,0.0,Everyone,Finance,"July 13, 2018",5.3,4.0.3 and up
4373,m:go BiH,COMMUNICATION,3.2,559,6.0,10000,Free,0.0,Everyone,Communication,"July 25, 2018",3.4,3.0 and up
4375,Libre Scan (Diabetes:M addon),MEDICAL,2.4,102,1.2,10000,Free,0.0,Everyone,Medical,"July 9, 2017",1.2,4.4 and up
4376,m.ride - your motorcycle app,AUTO_AND_VEHICLES,4.5,189,16.0,10000,Free,0.0,Everyone,Auto & Vehicles,"July 3, 2018",1.1.6,6.0 and up
4378,N Launcher: Nougat Theme,PERSONALIZATION,4.2,128,7.7,10000,Free,0.0,Everyone,Personalization,"June 13, 2017",1,4.1 and up
4379,Dino in City-Dinosaur N Police,FAMILY,3.7,10035,30.0,1000000,Free,0.0,Teen,Simulation,"May 23, 2018",2.07,4.1 and up
4382,Cops N Robbers 2,GAME,4.1,63680,46.0,1000000,Free,0.0,Everyone 10+,Adventure,"June 2, 2018",2.2.2,4.1 and up
4384,Hide N Seek : Mini Game,GAME,3.8,4719,54.0,500000,Free,0.0,Everyone,Action,"July 8, 2018",5.1.3,4.1 and up
4385,N Launcher - Nougat 7.0,PERSONALIZATION,4.4,32597,8.4,1000000,Free,0.0,Everyone,Personalization,"May 24, 2018",1.5.2,4.1 and up
4386,Cook'n Recipe App,LIFESTYLE,3.4,552,22.0,10000,Free,0.0,Everyone,Lifestyle,"August 2, 2018",3.0.4,4.4 and up
4388,Tap N Pay,PRODUCTIVITY,4.4,253,8.2,10000,Free,0.0,Everyone,Productivity,"July 31, 2018",0.1.22,4.1 and up
4389,N-Com Wizard,COMMUNICATION,3.3,960,3.8,50000,Free,0.0,Everyone,Communication,"September 21, 2017",2.1.2,2.3.3 and up
4390,Drag'n'Boom,GAME,4.8,133180,54.0,1000000,Free,0.0,Everyone 10+,Arcade,"January 12, 2018",1.1.1,4.4 and up
4392,Shop 'n Save,SHOPPING,3.4,620,40.0,100000,Free,0.0,Everyone,Shopping,"March 13, 2018",2.2.8,4.1 and up
4393,Dual N-Back - Brain game,FAMILY,4.3,817,28.0,100000,Free,0.0,Everyone,Educational,"May 25, 2018",2.4.2,4.1 and up
4394,N Files - File Manager & Explorer,PRODUCTIVITY,4.3,369,11.0,10000,Free,0.0,Everyone,Productivity,"July 18, 2018",2.9.5,4.1 and up
4401,Mopar Drag N Brag,GAME,4.2,30630,17.0,1000000,Free,0.0,Everyone,Racing,"May 25, 2015",1.2.5,4.1 and up
4402,Read Unlimitedly! Kids'n Books,FAMILY,3.8,7462,31.0,1000000,Free,0.0,Everyone,Education;Music & Video,"February 16, 2018",3.42,2.3 and up
4406,Eat'n Park,LIFESTYLE,3.5,292,20.0,50000,Free,0.0,Everyone,Lifestyle,"December 18, 2017",3.1.3,4.0 and up
4410,Rock N' Cash Casino Slots -Free Vegas Slot Games,GAME,4.7,6187,33.0,100000,Free,0.0,Teen,Casino,"July 27, 2018",1.15.0,4.0.3 and up
4412,Sketch 'n' go,VIDEO_PLAYERS,3.8,3965,6.4,100000,Free,0.0,Everyone,Video Players & Editors,"March 26, 2018",2.2.9,4.1 and up
4414,Rock n Roll Music Quiz Game,GAME,3.7,80,7.6,10000,Free,0.0,Everyone,Trivia,"June 6, 2018",5,4.1 and up
4418,N-Back,FAMILY,4.1,413,0.9,10000,Free,0.0,Everyone,Puzzle,"February 15, 2016",1.6,2.1 and up
4420,Knights N Squires,FAMILY,4.4,148826,49.0,1000000,Free,0.0,Teen,Role Playing,"June 19, 2018",1.4.9,4.0.3 and up
4425,O Launcher 8.0 for Android™ O Oreo Launcher,TOOLS,4.4,11393,8.7,1000000,Free,0.0,Everyone,Tools,"July 27, 2018",3.9,4.4 and up
4428,WiFi-o-Matic,PRODUCTIVITY,4.0,736,6.8,50000,Free,0.0,Everyone,Productivity,"February 1, 2018",1.80.03,4.1 and up
4430,O Shopping,SHOPPING,3.9,671,3.6,100000,Free,0.0,Everyone,Shopping,"July 23, 2018",1.1.2,4.0.3 and up
4432,AC Remote for O General - NOW FREE,TOOLS,3.7,274,26.0,50000,Free,0.0,Everyone,Tools,"July 30, 2018",6.1.7,4.2 and up
4434,Drink-O-Tron The Drinking Game,GAME,4.1,140,45.0,50000,Free,0.0,Mature 17+,Card,"May 31, 2017",1.64,4.0.3 and up
4435,Multiling O Keyboard + emoji,PRODUCTIVITY,4.3,30443,0.5,1000000,Free,0.0,Everyone,Productivity,"July 3, 2018",0.54.2.4,2.1 and up
4436,Google I/O 2018,BOOKS_AND_REFERENCE,4.3,22401,4.6,500000,Free,0.0,Everyone,Books & Reference,"May 7, 2018",6.1.2,5.0 and up
4438,OO Launcher for Android O 8.0 Oreo™ Launcher,PERSONALIZATION,4.4,14832,8.6,1000000,Free,0.0,Everyone,Personalization,"August 3, 2018",4.6,4.0 and up
4439,Band O'Clock,LIFESTYLE,3.8,1140,0.7,100000,Free,0.0,Everyone,Lifestyle,"December 3, 2011",0.11,2.1 and up
4440,O Launcher,TOOLS,4.3,2059,10.0,100000,Free,0.0,Everyone,Tools,"May 22, 2018",1.1.4,5.0 and up
4442,Verdad o Reto,SOCIAL,3.8,826,5.1,500000,Free,0.0,Teen,Social,"May 10, 2018",2,4.1 and up
4444,O-Level Past Papers & Solution (up to 2017),FAMILY,3.8,589,28.0,100000,Free,0.0,Everyone,Education,"June 11, 2018",8.3.2,4.0.3 and up
4445,"O Multiple - App Cloner, Duals APP, tarallel",TOOLS,3.9,145,5.2,50000,Free,0.0,Everyone,Tools,"May 15, 2018",1.0.7,4.1 and up
4449,P Icon Pack for Pixel,PERSONALIZATION,4.4,38,51.0,1000,Free,0.0,Everyone,Personalization,"May 6, 2018",1.0.3,4.1 and up
4454,"Super P Launcher for Android P 9.0 launcher, theme",TOOLS,4.4,2026,7.5,100000,Free,0.0,Everyone,Tools,"August 3, 2018",1.9,4.0 and up
4455,pixiv,SOCIAL,4.2,86956,24.0,1000000,Free,0.0,Mature 17+,Social,"August 3, 2018",5.0.109,4.4 and up
4463,P Launcher for Android™ 9.0,PERSONALIZATION,3.9,35,6.3,5000,Free,0.0,Everyone,Personalization,"July 1, 2018",0.9.3,5.0 and up
4467,P Launcher Theme For Android™ 9.0,PERSONALIZATION,3.9,213,28.0,10000,Free,0.0,Everyone,Personalization,"May 18, 2018",1.4,4.0 and up
4469,P Theme for Android™ P 9.0 Style Launcher,PERSONALIZATION,4.5,216,5.7,50000,Free,0.0,Everyone,Personalization,"April 13, 2018",1.4,4.1 and up
4470,Android P 9.0,PERSONALIZATION,3.0,12,4.9,500,Free,0.0,Everyone,Personalization,"May 30, 2018",2,4.0.3 and up
4472,Android P Wallpapers,PERSONALIZATION,3.6,53,2.0,5000,Free,0.0,Everyone,Personalization,"February 12, 2018",1,4.0.3 and up
4473,P XPERIA Theme™ | Design For SONY 🎨,PERSONALIZATION,4.4,147,16.0,10000,Free,0.0,Everyone,Personalization,"May 28, 2018",1.0.0,4.4 and up
4475,Theme for New Android P,PERSONALIZATION,,13,4.3,1000,Free,0.0,Everyone,Personalization,"May 23, 2018",1.1.4,4.0 and up
4476,P9 Launcher - Android™ 9.0 P Launcher Style,TOOLS,4.3,1162,7.3,100000,Free,0.0,Everyone,Tools,"July 6, 2018",2.5,4.1 and up
4478,Android P Stock Wallpapers,PERSONALIZATION,4.5,16,3.7,1000,Free,0.0,Everyone,Personalization,"August 1, 2018",2.3.0,5.0 and up
4479,G-Pix [Android P] Dark EMUI 8/5 THEME,PERSONALIZATION,4.1,169,24.0,10000,Free,0.0,Everyone,Personalization,"March 25, 2018",7,4.4 and up
4480,G-Pix [Android P] EMUI 8/5 THEME,PERSONALIZATION,4.1,720,10.0,100000,Free,0.0,Everyone,Personalization,"March 13, 2018",12,4.4 and up
4481,Android-P Mono Grey EMUI 8/5 Theme,PERSONALIZATION,4.5,61,7.5,10000,Free,0.0,Everyone,Personalization,"April 4, 2018",4,4.4 and up
4482,P XPERIA Theme™ | PURPLE - Design For SONY 🎨,PERSONALIZATION,,3,13.0,500,Free,0.0,Everyone,Personalization,"June 5, 2018",1.0.0,4.4 and up
4483,Materialistic P Wallpapers,PERSONALIZATION,4.8,24,3.6,1000,Free,0.0,Everyone,Personalization,"August 3, 2018",2.244,5.0 and up
4484,Android P Rotation,TOOLS,4.5,502,2.0,10000,Free,0.0,Everyone,Tools,"July 15, 2018",1.5,5.0 and up
4485,P XPERIA Theme™ | INDIGO - Design For SONY 🎨,PERSONALIZATION,,12,14.0,1000,Free,0.0,Everyone,Personalization,"June 5, 2018",1.0.0,4.4 and up
4486,Android P Launcher 9.0 launcher,TOOLS,4.0,164,2.3,10000,Free,0.0,Everyone,Tools,"April 23, 2018",1,5.0 and up
4490,Pi Dark [substratum],PERSONALIZATION,4.5,189,2.1,10000,Free,0.0,Everyone,Personalization,"March 27, 2018",1.1,
4492,The Q - Live Trivia Game Network,GAME,2.7,1486,14.0,100000,Free,0.0,Everyone,Trivia,"August 3, 2018",2.4.8,5.0 and up
4493,Fossil Q,LIFESTYLE,2.9,6627,18.0,500000,Free,0.0,Everyone,Lifestyle,"August 1, 2018",2.5.1,4.4 and up
4496,Q Cat Live Wallpaper,PERSONALIZATION,4.2,4383,7.1,500000,Free,0.0,Teen,Personalization,"March 16, 2015",2.7,2.3.3 and up
4499,Offroad Car Q,FAMILY,4.1,24668,40.0,1000000,Free,0.0,Everyone,Simulation,"August 4, 2016",1.0.2,2.3.3 and up
4500,Q*bert: Rebooted,GAME,4.3,13788,55.0,1000000,Free,0.0,Everyone,Arcade,"April 1, 2017",1.1,4.4 and up
4502,Gun Shoot War Q,GAME,4.2,26893,20.0,1000000,Free,0.0,Teen,Arcade,"March 1, 2017",1.0.5,2.3 and up
4505,Q Link Wireless Zone,PRODUCTIVITY,4.0,2194,17.0,500000,Free,0.0,Everyone,Productivity,"March 8, 2018",2.0.4,4.4 and up
4506,Q Avatar (Avatar Maker),COMICS,4.4,2012,3.6,100000,Free,0.0,Everyone,Comics,"March 4, 2017",1.3.5,2.3 and up
4507,Q downloader : download your social media videos,FAMILY,4.1,41,4.5,1000,Free,0.0,Everyone,Entertainment,"June 21, 2018",1.1.2.1,4.0.3 and up
4509,Q-See Plus,VIDEO_PLAYERS,2.2,32,33.0,5000,Free,0.0,Everyone,Video Players & Editors,"July 9, 2018",3.1.0,4.0.3 and up
4510,Q Wunder,FAMILY,3.8,156,43.0,10000,Free,0.0,Everyone,Education;Education,"June 30, 2018",2.0.13,4.1 and up
4511,Q-See QC View,TOOLS,3.1,657,21.0,100000,Free,0.0,Everyone,Tools,"January 19, 2018",3.49.0202,4.0.3 and up
4512,Leica Q,PHOTOGRAPHY,3.1,133,2.3,10000,Free,0.0,Everyone,Photography,"May 8, 2018",1.0.2.1,4.0 and up
4513,Q Remote Control,TOOLS,3.8,4264,14.0,500000,Free,0.0,Everyone,Tools,"July 12, 2014",2.6.1,2.3 and up
4514,Q-Ticketing,MAPS_AND_NAVIGATION,3.8,114,19.0,10000,Free,0.0,Everyone,Maps & Navigation,"December 18, 2017",1.8.3111,4.3 and up
4516,myQ,TOOLS,3.6,3642,29.0,100000,Free,0.0,Everyone,Tools,"July 23, 2018",3.2.0,4.0.3 and up
4520,Q Call,TOOLS,,20,16.0,1000,Free,0.0,Everyone,Tools,"July 16, 2018",2.1,4.0 and up
4522,Q-Tech Companion App,FOOD_AND_DRINK,1.8,17,3.1,10000,Free,0.0,Everyone,Food & Drink,"March 8, 2017",1.6.3,4.4 and up
4523,Q Mobile Banking,FINANCE,4.7,460,12.0,10000,Free,0.0,Everyone,Finance,"June 26, 2018",5.9.1.0,5.0 and up
4524,Q Quiz SK,FAMILY,3.9,159,39.0,5000,Free,0.0,Everyone,Education,"December 8, 2015",2.3,2.3 and up
4525,Big Q Car Service,MAPS_AND_NAVIGATION,4.4,75,26.0,5000,Free,0.0,Everyone,Maps & Navigation,"May 15, 2017",3.002,4.0.3 and up
4526,Q-See QT View,TOOLS,3.6,7357,19.0,100000,Free,0.0,Everyone,Tools,"July 12, 2018",4.4.1,5.0 and up
4528,"DataCamp - Learn R, Python & SQL",FAMILY,4.4,944,12.0,100000,Free,0.0,Everyone,Education,"August 1, 2018",3.1.0,4.1 and up
4529,R Language Reference Guide,BOOKS_AND_REFERENCE,3.9,54,2.8,10000,Free,0.0,Everyone,Books & Reference,"December 24, 2017",1.11,4.0 and up
4530,Run R Script - Online Statistical Data Analysis,FAMILY,3.9,8,6.2,1000,Free,0.0,Everyone,Education,"April 4, 2018",1.1 Build 226,2.2 and up
4531,R Programming Language,FAMILY,3.8,39,2.9,1000,Free,0.0,Everyone,Education,"December 21, 2017",1,4.2 and up
4532,R Programming,FAMILY,,2,5.9,1000,Free,0.0,Everyone,Education,"November 21, 2017",1,4.0.3 and up
4537,Learn R Programming Full,BOOKS_AND_REFERENCE,,11,9.2,5000,Free,0.0,Everyone,Books & Reference,"January 30, 2018",1.5,5.0 and up
4538,R Programming Tutorial,FAMILY,,5,2.8,1000,Free,0.0,Everyone,Education,"May 14, 2017",1,4.0.3 and up
4539,R Programing Offline Tutorial,BOOKS_AND_REFERENCE,5.0,4,3.9,1000,Free,0.0,Everyone,Books & Reference,"March 15, 2018",1.0.0,4.1 and up
4540,Learn R Language Easy Way,FAMILY,4.1,17,2.2,10000,Free,0.0,Everyone,Education,"September 24, 2017",1.22,4.0.3 and up
4541,.R,TOOLS,4.5,259,0.2,10000,Free,0.0,Everyone,Tools,"September 16, 2014",1.1.06,1.5 and up
4543,Guide for R Programming,BOOKS_AND_REFERENCE,,0,3.7,5,Free,0.0,Everyone,Books & Reference,"May 25, 2018",1.0.0,4.1 and up
4544,R Programming Solution,FAMILY,3.9,169,7.7,10000,Free,0.0,Everyone,Education,"June 20, 2016",1.0.3,4.0 and up
4545,Learn R - Programming Concepts,FAMILY,3.5,6,2.9,1000,Free,0.0,Everyone,Education,"April 25, 2017",1.0.1,4.0.3 and up
4546,Learn R Programming,BOOKS_AND_REFERENCE,,0,29.0,10,Free,0.0,Everyone,Books & Reference,"April 28, 2018",1,4.1 and up
4547,Car Parking Nissan GT-R R35 Simulator,FAMILY,3.2,513,34.0,100000,Free,0.0,Everyone,Simulation,"December 5, 2017",1,4.0 and up
4548,R Quick Reference Big Data,BOOKS_AND_REFERENCE,,6,3.6,1000,Free,0.0,Everyone,Books & Reference,"May 29, 2017",1.2,2.3 and up
4549,Learn R Programming Free EBook,FAMILY,,1,5.7,50,Free,0.0,Everyone,Education,"March 23, 2018",1.0.0,4.0 and up
4551,R Programming Language (Paperset 2) MCQ Quiz,FAMILY,,0,3.4,10,Free,0.0,Everyone,Education,"March 19, 2018",1,4.0.3 and up
4552,R-net for Android,PRODUCTIVITY,3.3,48,0.1,5000,Free,0.0,Everyone,Productivity,"August 7, 2013",1,3.1 and up
4553,R File Manager,TOOLS,4.8,17,6.7,50,Free,0.0,Everyone,Tools,"May 5, 2018",v2,4.4 and up
4555,R Studio,SHOPPING,3.7,23,8.9,5000,Free,0.0,Everyone,Shopping,"July 8, 2016",2.1.1,4.0.3 and up
4557,"Join R, Community Engagement",SOCIAL,4.7,144,12.0,1000,Free,0.0,Teen,Social,"January 31, 2017",1.0.12,4.0.3 and up
4558,R Bank,FINANCE,4.3,90,13.0,5000,Free,0.0,Everyone,Finance,"May 30, 2018",5.9.1.0,5.0 and up
4562,Mat|r viewer,PRODUCTIVITY,,5,28.0,100,Free,0.0,Everyone,Productivity,"July 27, 2018",1.0.5,5.0 and up
4563,R. Lee Ermey's Official Sound,FAMILY,4.2,1696,2.7,100000,Free,0.0,Mature 17+,Entertainment,"September 19, 2012",1.4,2.1 and up
4564,Tutorials for R Programming Offline,FAMILY,,2,4.4,500,Free,0.0,Everyone,Education,"December 4, 2017",1,4.0 and up
4565,R Programming Language (Paperset 1) MCQ Quiz,FAMILY,,1,3.4,10,Free,0.0,Everyone,Education,"March 19, 2018",1,4.0.3 and up
4567,S Launcher for Galaxy TouchWiz,PERSONALIZATION,4.2,11244,2.2,1000000,Free,0.0,Everyone,Personalization,"June 12, 2018",1.1.1,4.1 and up
4569,S Player - Lightest and Most Powerful Video Player,TOOLS,4.6,14224,7.1,1000000,Free,0.0,Everyone,Tools,"October 12, 2017",1.0.98_ww,2.3 and up
4570,Offroad Pickup Truck S,FAMILY,4.2,5178,20.0,1000000,Free,0.0,Everyone,Simulation,"October 10, 2017",1.7,2.3 and up
4576,S’more - Earn Cash Rewards,PRODUCTIVITY,4.1,15097,14.0,1000000,Free,0.0,Everyone,Productivity,"July 23, 2018",1.6.0,4.2 and up
4579,"S S9 Launcher - Galaxy S8/S9 Launcher, theme, cool",TOOLS,4.4,22503,6.5,1000000,Free,0.0,Everyone,Tools,"July 6, 2018",4.1,4.1 and up
4582,S Pen Keeper,TOOLS,3.8,560,0.3,50000,Free,0.0,Everyone,Tools,"June 8, 2018",2.1.0.032,4.0.3 and up
4583,SH Script Runner,PRODUCTIVITY,3.9,334,3.7,50000,Free,0.0,Everyone,Productivity,"January 2, 2018",1.07,4.1 and up
4596,T Uploader,FAMILY,4.1,75,2.2,10000,Free,0.0,Everyone,Education,"November 24, 2017",0.1.5,4.0 and up
4597,T-Mobile DIGITS,COMMUNICATION,3.0,1820,33.0,100000,Free,0.0,Everyone,Communication,"February 15, 2018",1.1.50,4.4 and up
4599,DIRECTV Remote App,FAMILY,3.0,480,19.0,1000000,Free,0.0,Everyone,Entertainment,"August 31, 2017",2.4,6.0 and up
4604,T-Mobile Content Transfer,PRODUCTIVITY,4.1,370,29.0,500000,Free,0.0,Everyone,Productivity,"January 25, 2018",2.1.5,4.0 and up
4608,T-Mobile® FamilyMode™,PARENTING,3.1,103,28.0,10000,Free,0.0,Everyone,Parenting,"June 29, 2018",1.0.2-alpha4,4.4 and up
4615,The T Factor,EVENTS,4.8,48,13.0,1000,Free,0.0,Everyone,Events,"September 26, 2017",8.8,4.2 and up
4622,T-Mobile SyncUP DRIVE,AUTO_AND_VEHICLES,4.0,1981,18.0,100000,Free,0.0,Everyone,Auto & Vehicles,"August 1, 2018",2.15.1.4,5.0 and up
