Unnamed: 0,App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres,Last Updated,Current Ver,Android Ver
3745,Microsoft News,NEWS_AND_MAGAZINES,4.2,31504,31.0,1000000,Free,0.0,Everyone 10+,News & Magazines,"July 30, 2018",18.201.01,5.0 and up
3749,"The Report, Fox, Breitbart - Conservative News",NEWS_AND_MAGAZINES,4.6,2090,4.6,50000,Free,0.0,Everyone,News & Magazines,"August 5, 2018",1.9.0,4.1 and up
3750,РИА Новости,NEWS_AND_MAGAZINES,4.5,44274,8.0,1000000,Free,0.0,Everyone,News & Magazines,"August 6, 2018",4.0.6,4.4 and up
3751,Tencent News,NEWS_AND_MAGAZINES,4.0,7006,23.0,1000000,Free,0.0,Everyone,News & Magazines,"July 31, 2018",5.6.40,4.0 and up
3752,ARY NEWS,NEWS_AND_MAGAZINES,4.4,2959,9.8,1000000,Free,0.0,Everyone,News & Magazines,"August 4, 2018",7.5.0,4.1 and up
3753,Kurio - Read the Latest News,NEWS_AND_MAGAZINES,4.2,40167,8.7,1000000,Free,0.0,Everyone,News & Magazines,"July 30, 2018",3.12.0,4.4 and up
3756,Loop - Caribbean Local News,NEWS_AND_MAGAZINES,4.0,4332,12.0,1000000,Free,0.0,Everyone,News & Magazines,"March 16, 2018",3.0.42,4.1 and up
3760,Podcast App: Free & Offline Podcasts by Player FM,NEWS_AND_MAGAZINES,4.6,66384,19.0,1000000,Free,0.0,Teen,News & Magazines,"July 25, 2018",4.1.0.72,4.0 and up
3761,Spreaker Podcast Radio,NEWS_AND_MAGAZINES,4.5,17703,6.6,500000,Free,0.0,Teen,News & Magazines,"June 7, 2018",4.10.0,4.4 and up
3763,Dezeen Magazine RSS Reader,NEWS_AND_MAGAZINES,4.3,350,14.0,10000,Free,0.0,Everyone,News & Magazines,"July 22, 2018",3.000.1,4.2 and up
3764,"issuu - Read Magazines, Catalogs, Newspapers.",NEWS_AND_MAGAZINES,4.4,74425,8.6,1000000,Free,0.0,Everyone,News & Magazines,"July 18, 2018",5.14.0,4.0.3 and up
3769,LA Times: Your California News,NEWS_AND_MAGAZINES,3.6,3311,10.0,100000,Free,0.0,Everyone,News & Magazines,"April 24, 2018",4.0.1,4.2 and up
3773,World Newspapers,NEWS_AND_MAGAZINES,4.4,185884,7.5,1000000,Free,0.0,Mature 17+,News & Magazines,"September 17, 2017",3.1.9,4.1 and up
3774,The Wall Street Journal: Business & Market News,NEWS_AND_MAGAZINES,4.1,40975,36.0,1000000,Free,0.0,Everyone 10+,News & Magazines,"August 2, 2018",4.4.2.19,4.1 and up
3775,Financial Times,NEWS_AND_MAGAZINES,4.2,27104,8.2,1000000,Free,0.0,Everyone 10+,News & Magazines,"August 3, 2018",2.42.1.9,4.4 and up
3781,RT News (Russia Today),NEWS_AND_MAGAZINES,4.6,56524,14.0,1000000,Free,0.0,Teen,News & Magazines,"August 6, 2018",3.5.13,4.0.3 and up
3783,Reuters News,NEWS_AND_MAGAZINES,4.3,13169,25.0,1000000,Free,0.0,Everyone 10+,News & Magazines,"June 6, 2018",3.4.4,4.1 and up
3787,ABC News - US & World News,NEWS_AND_MAGAZINES,4.0,18976,35.0,1000000,Free,0.0,Everyone 10+,News & Magazines,"June 6, 2018",3.19.11,5.0 and up
3789,Sync for reddit,NEWS_AND_MAGAZINES,4.6,62740,8.6,500000,Free,0.0,Mature 17+,News & Magazines,"June 16, 2018",16.3,4.1 and up
3791,AP Mobile - Breaking News,NEWS_AND_MAGAZINES,4.5,76677,4.6,1000000,Free,0.0,Everyone 10+,News & Magazines,"May 25, 2017",4.4.3,4.0 and up
3793,HuffPost - News,NEWS_AND_MAGAZINES,4.2,78154,12.0,1000000,Free,0.0,Everyone 10+,News & Magazines,"August 3, 2018",19.2.8,4.4 and up
3799,AC - Tips & News for Android™,NEWS_AND_MAGAZINES,4.2,23292,14.0,1000000,Free,0.0,Everyone 10+,News & Magazines,"May 24, 2018",3.1.12,4.1 and up
3803,CBS News,NEWS_AND_MAGAZINES,4.3,23641,23.0,1000000,Free,0.0,Everyone 10+,News & Magazines,"June 29, 2018",3.9.0,4.1 and up
3805,NPR One,NEWS_AND_MAGAZINES,3.9,13217,8.8,1000000,Free,0.0,Teen,News & Magazines,"August 3, 2018",1.8.7.0,5.0 and up
3826,Mapy.cz - Cycling & Hiking offline maps,MAPS_AND_NAVIGATION,4.5,56443,43.0,1000000,Free,0.0,Everyone,Maps & Navigation,"June 26, 2018",6.2.0,4.1 and up
3829,Map and Router Badge,MAPS_AND_NAVIGATION,4.4,3652,32.0,500000,Free,0.0,Everyone,Maps & Navigation,"July 25, 2018",4.8.1,4.1 and up
3831,Air Traffic,MAPS_AND_NAVIGATION,4.3,14110,6.8,1000000,Free,0.0,Everyone,Maps & Navigation,"July 24, 2018",4.3,5.0 and up
3832,Speed Cameras Radar,MAPS_AND_NAVIGATION,4.4,18710,4.0,1000000,Free,0.0,Everyone,Maps & Navigation,"August 3, 2018",3.2.2,4.0.3 and up
3836,Gps Route Finder,MAPS_AND_NAVIGATION,4.4,652,3.4,100000,Free,0.0,Everyone,Maps & Navigation,"May 26, 2018",116,4.1 and up
3841,Czech Public Transport IDOS,MAPS_AND_NAVIGATION,4.3,26014,7.7,1000000,Free,0.0,Everyone,Maps & Navigation,"November 6, 2017",2.4.1,4.0.3 and up
3844,Soviet Military Maps Free,MAPS_AND_NAVIGATION,4.3,21589,5.6,1000000,Free,0.0,Everyone,Maps & Navigation,"August 1, 2018",5.1.0 free,4.0 and up
3846,Sentin Information Map,MAPS_AND_NAVIGATION,4.1,2909,5.2,100000,Free,0.0,Everyone,Maps & Navigation,"June 26, 2018",1.39,4.1 and up
3847,Snapp,MAPS_AND_NAVIGATION,4.5,37937,25.0,1000000,Free,0.0,Everyone,Maps & Navigation,"August 1, 2018",3.6.7,4.0.3 and up
3848,GPS Speedometer and Odometer,MAPS_AND_NAVIGATION,4.8,15865,3.3,1000000,Free,0.0,Everyone,Maps & Navigation,"August 3, 2018",10,4.1 and up
3850,Trucker Path – Truck Stops & Weigh Stations,MAPS_AND_NAVIGATION,4.7,38375,49.0,1000000,Free,0.0,Everyone,Maps & Navigation,"July 26, 2018",3.0.2,4.1 and up
3851,Map Coordinates,MAPS_AND_NAVIGATION,4.3,16657,3.6,1000000,Free,0.0,Everyone,Maps & Navigation,"July 17, 2018",4.7.5,4.0.3 and up
3854,"GPS Speedometer, Distance Meter",MAPS_AND_NAVIGATION,4.6,16094,5.4,1000000,Free,0.0,Everyone,Maps & Navigation,"July 31, 2018",2.7.2,4.0 and up
3856,GPS Speedometer - Trip Meter - Altimeter,MAPS_AND_NAVIGATION,4.3,32225,3.2,1000000,Free,0.0,Everyone,Maps & Navigation,"July 26, 2018",2.0.0,4.2 and up
3858,FindShip,MAPS_AND_NAVIGATION,4.2,23279,8.5,1000000,Free,0.0,Everyone,Maps & Navigation,"April 26, 2018",5.2.10,4.1 and up
3859,ÖBB Scotty,MAPS_AND_NAVIGATION,4.2,12572,24.0,1000000,Free,0.0,Everyone,Maps & Navigation,"February 19, 2018",5.4 (30),4.0 and up
3861,Alopec - Online Shipping System,MAPS_AND_NAVIGATION,4.3,1240,14.0,100000,Free,0.0,Everyone,Maps & Navigation,"November 2, 2017",2.4.1,4.1 and up
3867,National Rail Enquiries,MAPS_AND_NAVIGATION,3.5,18857,7.0,1000000,Free,0.0,Everyone,Maps & Navigation,"May 24, 2018",9.3.3,4.0.3 and up
3868,ixigo Cabs-Compare & Book Taxi,MAPS_AND_NAVIGATION,4.2,11838,9.2,1000000,Free,0.0,Everyone,Maps & Navigation,"April 9, 2018",1.7.3,4.0.3 and up
3873,A Call From Santa Claus!,FAMILY,3.9,3720,11.0,1000000,Free,0.0,Everyone,Entertainment,"December 4, 2016",4.2.3,4.0.3 and up
3875,A Word A Day,FAMILY,3.7,2398,2.9,500000,Free,0.0,Everyone,Education,"January 5, 2017",5.8,4.0 and up
3881,Color by Number - Draw Sandbox Pixel Art,FAMILY,4.6,10247,15.0,1000000,Free,0.0,Everyone,Entertainment,"July 27, 2018",1.3.13,4.1 and up
3882,A+ Mobile,FINANCE,3.9,730,6.3,10000,Free,0.0,Everyone,Finance,"June 26, 2018",5.4.4,4.4 and up
3886,Find a Way: Addictive Puzzle,FAMILY,4.8,39480,14.0,500000,Free,0.0,Everyone,Puzzle,"June 16, 2017",4.1.1,4.1 and up
3887,CompTIA A+ Pocket Prep,FAMILY,4.3,1311,14.0,10000,Free,0.0,Everyone,Education,"July 11, 2018",4.5.2,4.4 and up
3890,Comptia A+ 220-901 & 220-902,FAMILY,4.4,174,5.7,10000,Free,0.0,Everyone,Education,"April 19, 2018",2.0.7,4.1 and up
3891,Create A Superhero HD,FAMILY,3.3,8642,19.0,500000,Free,0.0,Teen,Casual,"December 30, 2017",4.0.4,2.3 and up
3898,STARDOM: THE A-LIST,GAME,4.5,152658,29.0,1000000,Free,0.0,Teen,Adventure,"September 12, 2014",2.1.8,2.1 and up
3899,LokLok: Draw on a Lock Screen,COMMUNICATION,4.1,14766,16.0,500000,Free,0.0,Teen,Communication,"September 20, 2017",0.81 beta,4.0.3 and up
3903,CompTIA Exam Training,FAMILY,4.8,3053,17.0,50000,Free,0.0,Everyone,Education,"July 3, 2018",1.7,4.2 and up
3917,Wolfify - Be a Werewolf,FAMILY,3.8,6760,26.0,500000,Free,0.0,Everyone,Entertainment,"June 11, 2015",1.4.6,3.2 and up
3918,Law of Creation: A Playable Manga,GAME,4.5,13118,47.0,500000,Free,0.0,Teen,Adventure,"June 25, 2018",1.0.19,4.0.3 and up
3933,Hungry Hearts Diner: A Tale of Star-Crossed Souls,FAMILY,4.9,46253,56.0,500000,Free,0.0,Everyone 10+,Simulation,"February 7, 2018",1.0.1,4.0 and up
3938,Draw A Stickman,GAME,3.4,29265,17.0,1000000,Free,0.0,Everyone,Adventure,"May 19, 2017",1.1.0,4.0.3 and up
3939,Be A Legend: Soccer,SPORTS,3.8,85763,21.0,1000000,Free,0.0,Everyone,Sports,"August 24, 2015",2.8.0.17,3.0 and up
3944,Four In A Line,GAME,3.8,22191,3.0,1000000,Free,0.0,Everyone,Board,"May 4, 2015",1.1,2.3 and up
3948,B-Messenger Video Chat,SOCIAL,4.1,12495,19.0,1000000,Free,0.0,Mature 17+,Social,"August 19, 2017",7.1.1,2.3 and up
3950,B,FINANCE,3.7,800,32.0,50000,Free,0.0,Everyone,Finance,"June 21, 2018",2.16.5426,4.4 and up
3954,B-BLE(BLE4.0 Scan),TOOLS,3.8,159,7.5,10000,Free,0.0,Everyone,Tools,"April 20, 2018",5.5,5.0 and up
3955,Cardi B Piano Game,GAME,3.1,50,7.4,10000,Free,0.0,Everyone,Music,"November 15, 2017",2,4.0 and up
3961,B.GOOD,FOOD_AND_DRINK,2.9,155,20.0,10000,Free,0.0,Everyone,Food & Drink,"April 4, 2018",4.94.19,4.1 and up
3969,Servers Ultimate Pack B,TOOLS,4.3,668,13.0,50000,Free,0.0,Everyone,Tools,"March 31, 2016",2.1.8,2.1 and up
3972,Air Transat CinePlus B,TRAVEL_AND_LOCAL,2.2,83,6.7,50000,Free,0.0,Everyone,Travel & Local,"July 5, 2018",1.0.17.3905,4.4 and up
3978,CARDI B WALLPAPERS,PERSONALIZATION,4.1,8,4.5,1000,Free,0.0,Everyone,Personalization,"May 21, 2018",3.1,4.0.3 and up
3979,Plan B,MAPS_AND_NAVIGATION,3.3,19,6.0,5000,Free,0.0,Everyone,Maps & Navigation,"July 12, 2017",1.2,4.3 and up
3981,B Tiff Viewer,PHOTOGRAPHY,4.1,283,7.4,100000,Free,0.0,Everyone,Photography,"May 12, 2018",1.1.7.4,4.0 and up
3982,Cardi B Wallpaper,ART_AND_DESIGN,4.8,253,3.7,50000,Free,0.0,Everyone,Art & Design,"November 1, 2017",1.0.0,4.0 and up
3983,A & B Taxi,MAPS_AND_NAVIGATION,4.1,41,25.0,1000,Free,0.0,Everyone,Maps & Navigation,"July 4, 2018",0.19.13-SPECTRUM,4.0.3 and up
3984,Cardi B HD Wallpapers Lock Screen,PERSONALIZATION,4.5,2,10.0,500,Free,0.0,Mature 17+,Personalization,"June 10, 2018",1.3,4.0.3 and up
3990,Learn C [NEW],FAMILY,4.5,349,11.0,50000,Free,0.0,Everyone,Education,"March 16, 2018",2.1.1,4.0 and up
3995,CL Mobile - Classifieds for Craigslist,SHOPPING,4.4,27275,8.3,1000000,Free,0.0,Teen,Shopping,"July 30, 2018",27500000,4.1 and up
3998,C Programs and Reference,BOOKS_AND_REFERENCE,4.2,873,2.5,50000,Free,0.0,Everyone,Books & Reference,"July 31, 2014",2.2,2.1 and up
4001,C Programming Zone,FAMILY,4.6,1218,4.0,50000,Free,0.0,Everyone,Education,"May 13, 2017",3,4.0.3 and up
4002,C Offline Tutorial,BOOKS_AND_REFERENCE,4.7,88,4.2,1000,Free,0.0,Everyone,Books & Reference,"December 8, 2017",1.0.1,4.1 and up
4004,All C Programs,FAMILY,4.7,2387,6.9,100000,Free,0.0,Everyone,Education,"June 9, 2018",2.5.1,4.1 and up
4006,C by GE,LIFESTYLE,1.7,686,6.6,10000,Free,0.0,Everyone,Lifestyle,"July 11, 2018",4.1.07,4.3 and up
4007,CPlus for Craigslist - Officially Licensed,LIFESTYLE,4.5,8096,16.0,1000000,Free,0.0,Mature 17+,Lifestyle,"August 3, 2018",1.6.4,4.1 and up
4008,Alt-C,PRODUCTIVITY,4.0,499,4.7,10000,Free,0.0,Everyone,Productivity,"January 27, 2017",1.37,4.0 and up
4009,C-SPAN Radio,FAMILY,3.6,608,5.4,100000,Free,0.0,Everyone,Entertainment,"May 17, 2018",4.3.2,4.1 and up
4010,Bridge-C - Get More Storage,TOOLS,2.0,24,35.0,1000,Free,0.0,Everyone,Tools,"December 29, 2017",1.7,6.0 and up
4011,Community by C Space,LIFESTYLE,4.7,707,26.0,5000,Free,0.0,Everyone,Lifestyle,"July 17, 2018",2.2.0,4.4 and up
4012,My C Spire,PRODUCTIVITY,4.1,376,32.0,50000,Free,0.0,Everyone,Productivity,"July 23, 2018",2.15.1,4.4 and up
4013,learn c in hindi,FAMILY,4.3,109,2.7,5000,Free,0.0,Everyone,Education,"June 24, 2017",4.1,4.0 and up
4014,Learn C Programming (Examples) (OFFLINE),FAMILY,4.3,43,3.7,10000,Free,0.0,Everyone,Education,"December 16, 2017",1.0.3,4.1 and up
4015,"C Programming - Learn Code, Theory & Discuss",FAMILY,4.5,2751,7.0,100000,Free,0.0,Everyone,Education,"June 15, 2018",3.2.8,4.0.3 and up
4016,Expert C Programming - Learn C Coding Easily,FAMILY,4.4,77,6.9,5000,Free,0.0,Everyone,Education,"January 5, 2018",1.1.9,5.0 and up
4018,codeEazy - C/C++/JAVA,FAMILY,4.6,130,2.2,10000,Free,0.0,Everyone,Education,"April 4, 2016",1.0.3,4.0.3 and up
4019,Batmobile™ R/C Controller,FAMILY,3.7,452,30.0,100000,Free,0.0,Everyone,Entertainment,"February 2, 2018",1.0.8,4.4 and up
4020,C Pattern Programs Free,FAMILY,4.5,4115,5.8,100000,Free,0.0,Everyone,Education,"July 8, 2018",7.1.0,4.0 and up
4021,C Programs Handbook,BOOKS_AND_REFERENCE,4.0,459,3.1,50000,Free,0.0,Everyone,Books & Reference,"November 16, 2017",2.2.3.3,4.0 and up
4022,C Functions,FAMILY,4.8,55,1.5,1000,Free,0.0,Everyone,Education,"September 26, 2015",1,4.0.3 and up
4023,Learn C# - .Net - C Sharp Programming Tutorial App,FAMILY,4.0,1320,8.6,100000,Free,0.0,Everyone,Education,"June 3, 2018",4.1.0,4.1 and up
4024,Learn Basic C - For Beginners,FAMILY,4.7,27,0.8,5000,Free,0.0,Everyone,Education,"January 20, 2016",1,3.0 and up
4025,C Prowess,FAMILY,4.8,306,3.3,5000,Free,0.0,Everyone,Education,"June 3, 2017",1.2,4.1 and up
4026,101 C Programming Problems,FAMILY,4.6,498,5.0,50000,Free,0.0,Everyone,Education,"October 15, 2017",2,4.0.3 and up
4027,Let us C - Example Programs,FAMILY,4.3,36,1.1,5000,Free,0.0,Everyone,Education,"August 30, 2017",1.2,3.0 and up
4028,C Examples,FAMILY,4.2,1002,4.4,10000,Free,0.0,Everyone,Education,"August 31, 2016",3.9,4.0 and up
4029,C BOOK-C PROGRAMS,FAMILY,4.8,138,2.1,10000,Free,0.0,Everyone,Education,"September 22, 2017",1,3.0 and up
4030,100+ C Programs,FAMILY,4.2,20,1.6,5000,Free,0.0,Everyone,Education,"January 3, 2017",1,4.0 and up
4053,Dance School Stories - Dance Dreams Come True,FAMILY,4.4,91171,36.0,1000000,Free,0.0,Everyone,Role Playing,"August 3, 2018",1.0.8,4.1 and up
4058,Z Ringtones PREMIUM 2018,PERSONALIZATION,4.5,10158,3.6,500000,Free,0.0,Everyone,Personalization,"March 1, 2018",1.5,4.0.3 and up
4062,Broken Screen Prank,FAMILY,3.3,23682,9.8,1000000,Free,0.0,Teen,Casual,"June 14, 2018",6.2,4.0 and up
4066,E!,FAMILY,3.1,740,20.0,100000,Free,0.0,Teen,Entertainment,"May 24, 2018",3.3.1.41,4.4 and up
4067,E! News,NEWS_AND_MAGAZINES,4.0,15443,25.0,1000000,Free,0.0,Teen,News & Magazines,"June 19, 2018",4.2.133,4.4 and up
4077,E-cigarette for free,FAMILY,3.6,1354,4.8,500000,Free,0.0,Mature 17+,Entertainment,"October 23, 2017",1,2.3 and up
4078,Moto LED for Moto X & E [Root],LIFESTYLE,3.4,4082,0.3,500000,Free,0.0,Everyone,Lifestyle,"October 16, 2014",1,4.2 and up
4081,World History Quick e-Book,FAMILY,4.4,1657,4.9,100000,Free,0.0,Everyone,Education;Education,"July 17, 2018",1.35,4.1 and up
4082,Greeting Cards & Wishes,SOCIAL,4.5,17350,12.0,500000,Free,0.0,Everyone,Social,"July 18, 2018",1.078,Varies with device
4091,theScore esports,SPORTS,4.5,16257,14.0,500000,Free,0.0,Everyone 10+,Sports,"February 3, 2017",2.8,4.1 and up
4092,EX File Explorer File Manager,PRODUCTIVITY,4.0,4660,5.9,1000000,Free,0.0,Everyone,Productivity,"October 6, 2016",1,4.0 and up
4093,Aab e Hayat Full Novel,BOOKS_AND_REFERENCE,4.3,1476,41.0,100000,Free,0.0,Everyone,Books & Reference,"February 21, 2017",1,3.0 and up
4103,Synd e-Passbook,FINANCE,4.3,9400,6.1,1000000,Free,0.0,Everyone,Finance,"May 12, 2016",1.09,2.2 and up
4110,F-Stop Gallery,PHOTOGRAPHY,4.2,12726,15.0,1000000,Free,0.0,Everyone,Photography,"July 21, 2018",4.9.18,4.1 and up
4112,FlashLight F.Light,TOOLS,4.3,3943,11.0,100000,Free,0.0,Everyone,Tools,"May 23, 2018",1.4.2,5.0 and up
4113,F-Secure SENSE,TOOLS,4.6,57,13.0,5000,Free,0.0,Everyone,Tools,"July 4, 2018",1.0.988,5.0 and up
4114,Super Car F. Mod for MCPE,GAME,3.6,214,4.9,50000,Free,0.0,Everyone,Adventure,"July 19, 2018",3.0.1,4.2 and up
4116,F-Secure KEY Password manager,TOOLS,4.2,2588,7.6,100000,Free,0.0,Everyone,Tools,"June 27, 2018",4.7.4,4.0 and up
4117,Inputting Plus: Ctrl + Z/F/C/V,PRODUCTIVITY,4.2,1117,3.0,50000,Free,0.0,Everyone,Productivity,"October 18, 2017",1.0.6,5.0 and up
4118,CTRL-F - Search the real world,PRODUCTIVITY,4.4,607,37.0,50000,Free,0.0,Everyone,Productivity,"July 24, 2016",1.1,4.0.3 and up
4119,F-Secure SAFE,TOOLS,4.3,9433,9.3,500000,Free,0.0,Everyone,Tools,"July 30, 2018",17.4.0014017,5.0 and up
4120,MHD F-Series,AUTO_AND_VEHICLES,4.9,73,23.0,1000,Free,0.0,Everyone,Auto & Vehicles,"June 5, 2018",version 0.994,3.2 and up
4121,F-Secure AV Test,TOOLS,4.5,1250,0.2,50000,Free,0.0,Everyone,Tools,"March 6, 2018",1.0.1,4.0.3 and up
4124,F-Secure Mobile Security,TOOLS,4.2,13096,9.2,500000,Free,0.0,Everyone,Tools,"July 30, 2018",17.4.0014017,5.0 and up
4125,f'east,LIFESTYLE,3.8,38,4.8,5000,Free,0.0,Everyone,Lifestyle,"April 17, 2018",2.6.3,4.0 and up
4128,HumorCast - Authentic Weather,WEATHER,4.4,6495,40.0,100000,Free,0.0,Teen,Weather,"July 12, 2018",4.4.4,4.4 and up
4129,F & M Mobile Banking,FINANCE,4.0,43,13.0,5000,Free,0.0,Everyone,Finance,"February 20, 2018",4.5.0,4.0 and up
4130,F,TOOLS,,6,4.9,500,Free,0.0,Everyone,Tools,"May 15, 2018",1.0.2,4.0 and up
4131,RPG End of Aspiration F,FAMILY,4.4,20368,31.0,500000,Free,0.0,Teen,Role Playing,"December 15, 2016",3.0.0fr,2.3 and up
4135,R+F PULSE,BUSINESS,3.4,58,3.0,10000,Free,0.0,Everyone,Business,"April 21, 2017",1,4.4 and up
4136,F-Secure Freedome for Business,BUSINESS,3.8,183,9.9,50000,Free,0.0,Everyone,Business,"July 16, 2018",2.5.1.7594.psb,4.0.3 and up
4138,"f.lux (preview, root-only)",HEALTH_AND_FITNESS,3.7,5559,3.7,500000,Free,0.0,Everyone,Health & Fitness,"March 15, 2016",22,4.0.3 and up
4142,Convert degree Celsius to Fahrenheit or °F to °C,TOOLS,4.4,51,2.1,5000,Free,0.0,Everyone,Tools,"May 21, 2018",1.5.8,4.0 and up
4143,F-Gas Solutions,BUSINESS,4.2,127,1.4,10000,Free,0.0,Everyone,Business,"October 7, 2016",2.1.3,4.0 and up
4152,Rolling G Sky,GAME,3.6,2065,25.0,100000,Free,0.0,Everyone,Adventure,"January 25, 2017",1,2.3.3 and up
4154,G-Switch 2,GAME,4.4,12683,19.0,1000000,Free,0.0,Everyone,Action,"February 5, 2018",1.1,2.3 and up
4155,G-Switch 3,GAME,4.6,3656,39.0,100000,Free,0.0,Everyone,Action,"March 15, 2018",1.1.3,3.0 and up
4157,Share G - Images Sharing - Wallpapers App,SOCIAL,4.4,120,2.3,10000,Free,0.0,Teen,Social,"October 5, 2017",1,4.0.3 and up
4162,G-Switch,GAME,3.8,4116,8.8,100000,Free,0.0,Everyone,Action,"September 1, 2015",1.3.4,2.3 and up
4163,Offroad G-Class 2018,FAMILY,4.4,7715,28.0,500000,Free,0.0,Everyone,Simulation,"June 29, 2018",1.7,4.1 and up
4167,My G:,MAPS_AND_NAVIGATION,3.7,96,14.0,10000,Free,0.0,Everyone,Maps & Navigation,"November 14, 2017",1.4.0,4.1 and up
4171,G-Homa,LIFESTYLE,3.1,777,14.0,50000,Free,0.0,Everyone,Lifestyle,"May 4, 2018",3.0.20,4.0 and up
4174,Speedometer with G-FORCE meter,TOOLS,3.8,415,2.7,50000,Free,0.0,Everyone,Tools,"June 1, 2017",7,2.3 and up
4176,Radial-G : Infinity,GAME,3.6,517,47.0,50000,Free,0.0,Everyone,Arcade,"December 7, 2015",1.4,4.1 and up
4179,G-REMOTE,HOUSE_AND_HOME,4.5,30,25.0,1000,Free,0.0,Everyone,House & Home,"August 1, 2018",2.4,4.0.3 and up
4180,Car G-Force Meter,TOOLS,4.2,184,1.3,10000,Free,0.0,Everyone,Tools,"July 29, 2017",2.23,4.0 and up
4187,HPlus,HEALTH_AND_FITNESS,2.9,1786,5.9,100000,Free,0.0,Everyone,Health & Fitness,"June 12, 2018",3.5.2,4.4 and up
4189,DNS Changer - BEST (Gprs/Edge/3G/H/H+/4G),TOOLS,4.3,123,1.9,5000,Free,0.0,Everyone,Tools,"September 30, 2017",1.2,4.0 and up
4193,صور حرف H,ART_AND_DESIGN,4.4,13,4.5,1000,Free,0.0,Everyone,Art & Design,"March 27, 2018",2,4.0.3 and up
4194,H Band 2.0,HEALTH_AND_FITNESS,2.9,4031,8.9,500000,Free,0.0,Everyone,Health & Fitness,"June 15, 2018",3.0.2,4.4 and up
4195,H!LooK - Dating,DATING,4.2,46,26.0,10000,Free,0.0,Mature 17+,Dating,"July 29, 2018",2.1.6,5.0 and up
4196,H-Connect,HEALTH_AND_FITNESS,4.0,50,15.0,5000,Free,0.0,Everyone,Health & Fitness,"July 3, 2018",2.14,4.4 and up
4198,AntennaPict β,COMMUNICATION,4.3,15439,2.2,1000000,Free,0.0,Everyone,Communication,"November 7, 2016",2.0.0,2.3 and up
4199,Elkhart County 4-H Fair,FAMILY,3.9,38,42.0,5000,Free,0.0,Everyone,Entertainment,"April 6, 2018",5055.524.5,4.1 and up
4201,H letter images,SOCIAL,,17,8.5,1000,Free,0.0,Teen,Social,"June 28, 2018",16.7,4.0.3 and up
4202,H Band,HEALTH_AND_FITNESS,4.0,214,8.9,10000,Free,0.0,Everyone,Health & Fitness,"June 13, 2018",3.0.2,4.4 and up
4204,MJX H,FAMILY,3.7,126,13.0,10000,Free,0.0,Everyone,Entertainment,"August 22, 2017",1.0-build20170819,4.1 and up
4206,H-Kakashi - theme Xperia™,PERSONALIZATION,4.6,621,5.4,50000,Free,0.0,Everyone,Personalization,"December 1, 2017",a.2,4.4 and up
4207,RC City Police Heavy Traffic Racer,GAME,4.4,3250,27.0,1000000,Free,0.0,Everyone,Racing,"July 19, 2018",1.2,4.0 and up
4208,"Alphabet ""H"" Passcode Lock Screen",PERSONALIZATION,4.5,2,3.0,100,Free,0.0,Everyone,Personalization,"December 21, 2017",1,4.1 and up
4209,Ohio State Fair 4-H,FAMILY,3.0,4,19.0,1000,Free,0.0,Everyone,Entertainment,"February 7, 2018",3.0.1,4.1 and up
4210,Larry H Miller Automotive,PRODUCTIVITY,3.1,67,8.3,10000,Free,0.0,Everyone,Productivity,"July 18, 2018",3.5.3,4.0.3 and up
4212,Add-On: Alcatel (h),PRODUCTIVITY,4.5,107,1.2,50000,Free,0.0,Everyone,Productivity,"May 19, 2015",10.0.3148,4.0 and up
4213,My Android Device S/W & H/W,FAMILY,4.5,681,2.8,50000,Free,0.0,Everyone,Education,"November 20, 2015",1.1,2.3 and up
4214,ADMIRALTY H-Note,BUSINESS,4.5,176,19.0,10000,Free,0.0,Everyone,Business,"October 25, 2016",2,5.0 and up
4215,Force LTE Only,TOOLS,4.1,10426,7.2,1000000,Free,0.0,Everyone,Tools,"February 4, 2018",1.4,4.0 and up
4220,Helix,GAME,3.9,2454,37.0,500000,Free,0.0,Everyone,Arcade,"September 10, 2017",1.2,4.0 and up
4223,I am Nose Doctor -Save my Nose,FAMILY,4.2,3133,34.0,500000,Free,0.0,Everyone,Casual,"January 4, 2016",1.1.1,3.1 and up
4225,What was I in my Past Life,FAMILY,3.7,7453,6.5,1000000,Free,0.0,Everyone,Entertainment,"December 19, 2017",2.1,4.1 and up
4226,How Old am I?,FAMILY,2.8,4635,3.9,1000000,Free,0.0,Everyone,Entertainment,"January 1, 2018",1.7,4.0 and up
4228,I Screen Dialer,TOOLS,4.1,8137,3.9,1000000,Free,0.0,Everyone,Tools,"February 25, 2018",1.11,4.3 and up
4230,How Do I Look,PHOTOGRAPHY,2.7,3032,2.8,500000,Free,0.0,Everyone,Photography,"December 8, 2017",1.3,3.0 and up
4236,I'm Ping Pong King :),SPORTS,4.4,29864,40.0,1000000,Free,0.0,Everyone,Sports,"July 26, 2018",2.5,4.1 and up
4245,FollowMeter for Instagram,SOCIAL,4.4,90082,8.8,1000000,Free,0.0,Everyone,Social,"May 22, 2018",2.44,4.1 and up
4246,I LOVE PASTA,FAMILY,4.0,83875,43.0,1000000,Free,0.0,Everyone,Simulation,"September 8, 2017",1.6.1,2.3.3 and up
4250,J Touch,TOOLS,4.6,2176,1.0,100000,Free,0.0,Everyone,Tools,"August 1, 2018",1.5.1-GP,4.1 and up
